title,price,category,images,short desc,attribute 1,value 1,attribute 2,value 2,attribute 3,value 3,attribute 4,value 4,attribute 5,value 5,attribute 6,value 6,attribute 7,value 7,attribute 8,value 8,attribute 9,value 9,attribute 10,value 10,attribute 11,value 11,attribute 12,value 12,attribute 13,value 13,attribute 14,value 14,attribute 15,value 15,attribute 16,value 16,attribute 17,value 17,attribute 18,value 18,attribute 19,value 19,attribute 20,value 20,attribute 21,value 21,attribute 22,value 22,attribute 23,value 23,attribute 24,value 24,attribute 25,value 25,attribute 26,value 26
رادیاتور پنلی 140 سانتی لورچ مدل افروز,,رادیاتور فولادی،پنلی،برقی > رادیاتور پنلی لورچ,"https://damava.ir/wp-content/uploads/2022/garmayesh/2120/1.jpg,https://damava.ir/wp-content/uploads/2022/garmayesh/2120/2.jpg,https://damava.ir/wp-content/uploads/2022/garmayesh/2120/3.jpg,https://damava.ir/wp-content/uploads/2022/garmayesh/2120/4.jpg",<ol><li>ظرفیت حرارتی: 2632 کیلو کالری بر ساعت</li><li>ابعاد پنل (ارتفاع، ضخامت، طول): 555*104*1400 میلیمتر</li><li>آکس (فاصله بین لوله های ورودی و خروجی آب): 500 میلیمتر</li><li>حجم آبگیری: 7.95 لیتر</li><li>راندمان و حرارت دهی بالا</li></ol>,مدل دستگاه,AFRUZ-140,ظرفیت حرارتی(kcal/h),2632,ارتفاع پنل(mm),555,طول پنل(mm),1400,ضخامت پنل(mm),104,وزن(kg),42.14,حجم آبگیری(lit),7.95,آکس (فاصله بین لوله های ورودی و خروجی آب)(mm),500,گارانتی,12 سال گارانتی طلایی,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
پمپ سیرکولاتور خطی سمنان انرژی 2 اینچ مدل HV,,پمپ سیرکولاتور > پمپ سيرکولاتور سمنان انرژی,"https://damava.ir/wp-content/uploads/2022/garmayesh/2121/1.jpg,https://damava.ir/wp-content/uploads/2022/garmayesh/2121/2.jpg,https://damava.ir/wp-content/uploads/2022/garmayesh/2121/3.jpg",<ol><li>پمپ خطی</li><li>قطر فلنج رانش : 2 اینچ</li><li>دور موتور : 1340 RPM</li><li>قدرت الکتروموتور: 1/6hp</li><li> جنس بدنه از نوع چدن GG25 و شفت آن Stainless Steel</li></ol>,مدل دستگاه,HV,قطر فلنج رانش in,2,قدرت الکتروموتور hp,1/6,حداکثر دبی G.P.M,60,هد Ft,7.1,برق الکتروموتور (V),220,برق الکتروموتور (دور موتور RPM),Ф,برق الکتروموتور,1,گارانتی,2 سال گارانتی شرکت اصلی,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
مبدل حرارتی صفحه ای هپاکو مدل HP-80,,مبدل حرارتی > مبدل حرارتی صفحه ای هپاکو,"https://damava.ir/wp-content/uploads/2022/garmayesh/2122/1.jpg,https://damava.ir/wp-content/uploads/2022/garmayesh/2122/2.jpg",<ol><li>بدنه ای از جنس استنلس استیل 316</li><li>حداکثر فشار کار : 15 bar</li><li>توان حرارتی :40000 Kcal/Hr</li><li>سایز لوله ورودی و خروجی : طرف سرد 3/4 1/2</li><li>سایز لوله ورودی و خروجی :  طرف گرم  3/4</li></ol>,مدل دستگاه,HP-80,ظرفیت حرارتی Kcal/Hr,"40,000",دبی آب مصرفی (Lit/hr) در t=50°C∆ ,800,حداکثر فشار کار bar,15,سایز لوله ورودی و خروجی از دیگ (in),3/4,سایز لوله ورودی و خروجی آب مصرفی (in),3/4 1/2,ابعاد mm  ارتفاع ,194,ابعاد mm  عرض ,80,ابعاد mm  عمق ,66.8,وزن kg,1.24,جنس ,استنلس استیل 316,گارانتی,1 سال گارانتی,,,,,,,,,,,,,,,,,,,,,,,,,,,,
مبدل حرارتی صفحه ای هپاکو مدل HP-100,,مبدل حرارتی > مبدل حرارتی صفحه ای هپاکو,"https://damava.ir/wp-content/uploads/2022/garmayesh/2123/1.jpg,https://damava.ir/wp-content/uploads/2022/garmayesh/2123/2.jpg",<ol><li>بدنه ای از جنس استنلس استیل 316</li><li>حداکثر فشار کار: 15 bar</li><li>توان حرارتی: 50000 Kcal/Hr</li><li>سایز لوله ورودی و خروجی: طرف سرد 3/4</li><li>سایز لوله ورودی و خروجی:  طرف گرم  3/4</li></ol>,مدل دستگاه,HP-100,ظرفیت حرارتی Kcal/Hr,"50,000",دبی آب مصرفی (Lit/hr) در t=50°C∆ ,1000,حداکثر فشار کار bar,15,سایز لوله ورودی و خروجی از دیگ (in),3/4,سایز لوله ورودی و خروجی آب مصرفی (in),4-Mar,ابعاد mm  ارتفاع ,194,ابعاد mm  عرض ,80,ابعاد mm  عمق ,89,وزن kg,2.5,جنس ,استنلس استیل 316,گارانتی,1 سال گارانتی,,,,,,,,,,,,,,,,,,,,,,,,,,,,
پمپ سیرکولاتور خطی سمنان انرژی 1/2 2 اینچ مدل LD,,پمپ سیرکولاتور > پمپ سيرکولاتور سمنان انرژی,"https://damava.ir/wp-content/uploads/2022/garmayesh/2124/1.jpg,https://damava.ir/wp-content/uploads/2022/garmayesh/2124/2.jpg,https://damava.ir/wp-content/uploads/2022/garmayesh/2124/3.jpg",<ol><li>پمپ خطی</li><li>قطر فلنج رانش : 1/2 2 اینچ</li><li>دور موتور : 1340 RPM</li><li>قدرت الکتروموتور: 1/6hp</li><li>جنس بدنه از نوع چدن GG25 و شفت آن Stainless Steel</li></ol>,مدل دستگاه,LD,قطر فلنج رانش in,1/2 2,قدرت الکتروموتور hp,1/6,حداکثر دبی G.P.M,100,هد Ft,10.7,برق الکتروموتور (V),220,برق الکتروموتور (دور موتور RPM),Ф,برق الکتروموتور,1,گارانتی,2 سال گارانتی,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
مبدل حرارتی صفحه ای هپاکو مدل HP-150,,مبدل حرارتی > مبدل حرارتی صفحه ای هپاکو,"https://damava.ir/wp-content/uploads/2022/garmayesh/2125/1.jpg,https://damava.ir/wp-content/uploads/2022/garmayesh/2125/2.jpg",<ol><li>بدنه ای از جنس استنلس استیل 316</li><li>حداکثر فشار کار: 15 bar</li><li>توان حرارتی: 75000 Kcal/Hr</li><li>سایز لوله ورودی و خروجی: طرف سرد 3/4</li><li>سایز لوله ورودی و خروجی: طرف گرم 3/4</li></ol>,مدل دستگاه,HP-150,ظرفیت حرارتی Kcal/Hr,"75,000",دبی آب مصرفی (Lit/hr) در t=50°C∆ ,1500,حداکثر فشار کار bar,15,سایز لوله ورودی و خروجی از دیگ (in),3/4,سایز لوله ورودی و خروجی آب مصرفی (in),4-Mar,ابعاد mm  ارتفاع ,194,ابعاد mm  عرض ,80,ابعاد mm  عمق ,102.5,وزن kg,2.8,جنس ,استنلس استیل 316,گارانتی,1 سال گارانتی,,,,,,,,,,,,,,,,,,,,,,,,,,,,
مبدل حرارتی صفحه ای هپاکو مدل HP-120,,مبدل حرارتی > مبدل حرارتی صفحه ای هپاکو,"https://damava.ir/wp-content/uploads/2022/garmayesh/2126/1.jpg,https://damava.ir/wp-content/uploads/2022/garmayesh/2126/2.jpg",<ol><li>بدنه ای از جنس استنلس استیل 316</li><li>حداکثر فشار کار: 15 bar</li><li>توان حرارتی: 60000 Kcal/Hr</li><li>سایز لوله ورودی و خروجی: طرف سرد 3/4</li><li>سایز لوله ورودی و خروجی:  طرف گرم  3/4</li></ol>,مدل دستگاه,HP-120,ظرفیت حرارتی Kcal/Hr,"60,000",دبی آب مصرفی (Lit/hr) در t=50°C∆ ,1200,حداکثر فشار کار bar,15,سایز لوله ورودی و خروجی از دیگ (in),3/4,سایز لوله ورودی و خروجی آب مصرفی (in),4-Mar,ابعاد mm  ارتفاع ,194,ابعاد mm  عرض ,80,ابعاد mm  عمق ,98,وزن kg,2.7,جنس ,استنلس استیل 316,گارانتی,1 سال گارانتی,,,,,,,,,,,,,,,,,,,,,,,,,,,,
رسوب زدا الكترونيكی پاکاب کنترل مدل PAC-11,,سختی گیر آب > رسوبــزدا الكترونيكی پاکاب کنترل,https://damava.ir/wp-content/uploads/2022/garmayesh/2127/1.jpg,<ol><li>نوع : رسوب زدای الکترونیکی</li><li>سایز لوله : 1/2 1 اینچ</li><li>توان مصرفی : 5 وات</li><li>ابعاد : 40×95×175 میلی متر</li><li>دارای نصب آسان و بدون نیاز به لوله کشی</li></ol>,گارانتی,3 سال گارانتی ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
مبدل حرارتی صفحه ای هپاکو مدل HP-50,,مبدل حرارتی > مبدل حرارتی صفحه ای هپاکو,"https://damava.ir/wp-content/uploads/2022/garmayesh/2128/1.jpg,https://damava.ir/wp-content/uploads/2022/garmayesh/2128/2.jpg",<ol><li>بدنه ای از جنس استنلس استیل  316</li><li>حداکثر فشار کار : 15 bar</li><li>توان حرارتی :25000 Kcal/Hr</li><li>سایز لوله ورودی و خروجی : طرف سرد 3/4</li><li>سایز لوله ورودی و خروجی :  طرف گرم  3/4</li></ol>,مدل دستگاه,HP-50,ظرفیت حرارتی Kcal/Hr,"25,000",دبی آب مصرفی (Lit/hr) در t=50°C∆ ,500,حداکثر فشار کار bar,15,سایز لوله ورودی و خروجی از دیگ (in),3/4,سایز لوله ورودی و خروجی آب مصرفی (in),4-Mar,ابعاد mm  ارتفاع ,194,ابعاد mm  عرض ,80,ابعاد mm  عمق ,45.3,وزن kg,0.9,جنس ,استنلس استیل 316,گارانتی,1 سال گارانتی,,,,,,,,,,,,,,,,,,,,,,,,,,,,
مبدل حرارتی صفحه ای هپاکو مدل HP-40,,مبدل حرارتی > مبدل حرارتی صفحه ای هپاکو,"https://damava.ir/wp-content/uploads/2022/garmayesh/2129/1.jpg,https://damava.ir/wp-content/uploads/2022/garmayesh/2129/2.jpg",<ol><li>بدنه ای از جنس استنلس استیل 316</li><li>حداکثر فشار کار : 15 bar</li><li>توان حرارتی :20000 Kcal/Hr</li><li>سایز لوله ورودی و خروجی : طرف سرد 1/2</li><li>سایز لوله ورودی و خروجی :  طرف گرم  3/4</li></ol>,مدل دستگاه,HP-40,ظرفیت حرارتی Kcal/Hr,"20,000",دبی آب مصرفی (Lit/hr) در t=50°C∆ ,400,حداکثر فشار کار bar,15,سایز لوله ورودی و خروجی از دیگ (in),3/4,سایز لوله ورودی و خروجی آب مصرفی (in),2-Jan,ابعاد mm  ارتفاع ,194,ابعاد mm  عرض ,80,ابعاد mm  عمق ,42,وزن kg,0.82,جنس ,استنلس استیل 316,گارانتی,1 سال گارانتی,,,,,,,,,,,,,,,,,,,,,,,,,,,,
منبع ذخیره پلی اتیلن افقی طبرستان,,منبع آب,"https://damava.ir/wp-content/uploads/2022/garmayesh/2130/1.jpg,https://damava.ir/wp-content/uploads/2022/garmayesh/2130/2.jpg,https://damava.ir/wp-content/uploads/2022/garmayesh/2130/3.jpg,https://damava.ir/wp-content/uploads/2022/garmayesh/2130/4.jpg",<ol><li>بهترین گزینه جهت نگهداری و حمل ونقل آب آشامیدنی</li><li>وزن سبک</li><li>جلوگیری از هدررفت گرما</li></ol>,گارانتی,3 سال گارانتی شرکت طبرستان,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
رادیاتور پنلی 60 سانتی لورچ مدل پربازده,,رادیاتور فولادی،پنلی،برقی > رادیاتور پنلی لورچ,"https://damava.ir/wp-content/uploads/2022/garmayesh/2131/1.jpg,https://damava.ir/wp-content/uploads/2022/garmayesh/2131/2.jpg,https://damava.ir/wp-content/uploads/2022/garmayesh/2131/3.jpg,https://damava.ir/wp-content/uploads/2022/garmayesh/2131/4.jpg",<ol><li>آکس (فاصله بین لوله های ورودی و خروجی آب): 500 میلیمتر</li><li>حجم آبگیری: 3.41 لیتر</li><li>راندمان و حرارت دهی بالا</li><li>ابعاد پنل (ارتفاع، ضخامت، طول): 555*104*605 میلیمتر</li><li>ظرفیت حرارتی: 1128 کیلو کالری بر ساعت</li></ol>,مدل دستگاه,PorBazdeh-60,ظرفیت حرارتی(kcal/h),1128,ارتفاع پنل(mm),555,طول پنل(mm),605,ضخامت پنل(mm),104,وزن(kg),18.06,حجم آبگیری(lit),3.41,آکس(فاصله بین لوله های ورودی و خروجی آب)(mm),500,گارانتی,12 سال گارانتی طلایی لورچ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
مبدل حرارتی صفحه ای هپاکو مدل HP-200,,مبدل حرارتی > مبدل حرارتی صفحه ای هپاکو,"https://damava.ir/wp-content/uploads/2022/garmayesh/2132/1.jpg,https://damava.ir/wp-content/uploads/2022/garmayesh/2132/2.jpg",<ol><li>بدنه ای از جنس استنلس استیل 316</li><li>حداکثر فشار کار: 30 bar</li><li>توان حرارتی: 100000 Kcal/Hr</li><li>سایز لوله ورودی و خروجی: طرف سرد 1</li><li>سایز لوله ورودی و خروجی: طرف گرم 1/4 1</li></ol>,مدل دستگاه,HP-200,ظرفیت حرارتی Kcal/Hr,"100,000",دبی آب مصرفی (Lit/hr) در t=50°C∆ ,2000,حداکثر فشار کار bar,30,سایز لوله ورودی و خروجی از دیگ (in),¼ 1,سایز لوله ورودی و خروجی آب مصرفی (in),1,ابعاد mm  ارتفاع ,306,ابعاد mm  عرض ,106,ابعاد mm  عمق ,66.6,وزن kg,4.7,جنس ,استنلس استیل 316,گارانتی,1 سال گارانتی,,,,,,,,,,,,,,,,,,,,,,,,,,,,
رادیاتور پنلی 100 سانتی لورچ مدل افروز,,رادیاتور فولادی،پنلی،برقی > رادیاتور پنلی لورچ,"https://damava.ir/wp-content/uploads/2022/garmayesh/2133/1.jpg,https://damava.ir/wp-content/uploads/2022/garmayesh/2133/2.jpg,https://damava.ir/wp-content/uploads/2022/garmayesh/2133/3.jpg,https://damava.ir/wp-content/uploads/2022/garmayesh/2133/4.jpg",<ol><li>ظرفیت حرارتی: 1880 کیلو کالری بر ساعت</li><li>ابعاد پنل (ارتفاع، ضخامت، طول): 555*104*1000 میلیمتر</li><li>آکس (فاصله بین لوله های ورودی و خروجی آب): 500 میلیمتر</li><li>حجم آبگیری: 5.68 لیتر</li><li>راندمان و حرارت دهی بالا</li></ol>,مدل دستگاه,AFRUZ-100,ظرفیت حرارتی(kcal/h),1880,ارتفاع پنل(mm),555,طول پنل(mm),1000,ضخامت پنل(mm),104,وزن(kg),30.1,حجم آبگیری(lit),5.68,آکس (فاصله بین لوله های ورودی و خروجی آب)(mm),500,گارانتی,12 سال گارانتی طلایی,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
رادیاتور پنلی 100 سانتی لورچ مدل پربازده,,رادیاتور فولادی،پنلی،برقی > رادیاتور پنلی لورچ,"https://damava.ir/wp-content/uploads/2022/garmayesh/2134/1.jpg,https://damava.ir/wp-content/uploads/2022/garmayesh/2134/2.jpg,https://damava.ir/wp-content/uploads/2022/garmayesh/2134/3.jpg,https://damava.ir/wp-content/uploads/2022/garmayesh/2134/4.jpg",<ol><li>ظرفیت حرارتی: 1880 کیلو کالری بر ساعت</li><li>ابعاد پنل (ارتفاع، ضخامت، طول): 555*104*1000 میلیمتر</li><li>آکس (فاصله بین لوله های ورودی و خروجی آب): 500 میلیمتر</li><li>راندمان و حرارت دهی بالا</li><li>حجم آبگیری: 5.68 لیتر</li></ol>,مدل دستگاه,PorBazdeh-100,ظرفیت حرارتی(kcal/h),1880,ارتفاع پنل(mm),555,طول پنل(mm),1000,ضخامت پنل(mm),104,وزن(kg),30.1,حجم آبگیری(lit),5.68,آکس (فاصله بین لوله های ورودی و خروجی آب)(mm),500,گارانتی,12 سال گارانتی طلایی لورچ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
عایق لوله ای الاستومریک وان فلکس oneflex,,عایق حرارتی ساختمان,https://damava.ir/wp-content/uploads/2022/garmayesh/2135/1.jpg,<ol><li>عدم ایجاد خوردگی در زیر عایق</li><li>مقاومت در برابر مواد شیمیایی</li><li>مقاومت در برابر دمای (200- تا 150+) درجه سانتی گراد</li></ol>,گارانتی,گارانتی اصالت و سلامت فیزیکی کالا,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
عایق رولی وان فلکس OneFlex,,عایق حرارتی ساختمان,"https://damava.ir/wp-content/uploads/2022/garmayesh/2136/1.jpg,https://damava.ir/wp-content/uploads/2022/garmayesh/2136/2.jpg,https://damava.ir/wp-content/uploads/2022/garmayesh/2136/3.jpg,https://damava.ir/wp-content/uploads/2022/garmayesh/2136/4.jpg",<ol><li>مقاومت در برابر دمای (200- تا 150+) درجه سانتی گراد</li><li>عدم ایجاد خوردگی در زیر عایق</li><li>مقاومت در برابر مواد شیمیایی</li></ol>,گارانتی,گارانتی اصالت و سلامت فیزیکی کالا,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
رادیاتور بوتان 10 پره مدل Il Primo 500,,رادیاتور آلومینیومی > رادیاتور آلومینیومی بوتان,https://damava.ir/wp-content/uploads/2022/garmayesh/2137/1.jpg,<ol><li>وزن هر پره : 1.4 کیلوگرم</li><li>دارای مقاومت در برابر خوردگی</li><li>تعداد پره: 10</li><li> قابلیت اضافه کردن پره های رادیاتور</li><li>امکان نصب شیرهای ترموستاتیک</li></ol>,گارانتی,10 سال گارانتی گروه صنعتی بوتان,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
سختی گیر مغناطیسی یوروگاما استیل 1,,سختی گیر آب > سختی گیر مغناطیسی یوروگاما ,https://damava.ir/wp-content/uploads/2022/garmayesh/2138/1.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
رادیاتور پنلی 80 سانتی لورچ مدل پربازده,,رادیاتور فولادی،پنلی،برقی > رادیاتور پنلی لورچ,"https://damava.ir/wp-content/uploads/2022/garmayesh/2139/1.jpg,https://damava.ir/wp-content/uploads/2022/garmayesh/2139/2.jpg,https://damava.ir/wp-content/uploads/2022/garmayesh/2139/3.jpg,https://damava.ir/wp-content/uploads/2022/garmayesh/2139/4.jpg",<ol><li>ظرفیت حرارتی: 1504 کیلو کالری بر ساعت</li><li>ابعاد پنل (ارتفاع، ضخامت، طول): 555*104*800 میلیمتر</li><li>آکس (فاصله بین لوله های ورودی و خروجی آب): 500 میلیمتر</li><li>حجم آبگیری: 4.54 لیتر</li><li>راندمان و حرارت دهی بالا</li></ol>,مدل دستگاه,PorBazdeh-80,ظرفیت حرارتی(kcal/h),1504,ارتفاع پنل(mm),555,طول پنل(mm),800,ضخامت پنل(mm),104,وزن(kg),24.08,حجم آبگیری(lit),4.54,آکس (فاصله بین لوله های ورودی و خروجی آب)(mm),500,گارانتی,12 سال گارانتی طلایی لورچ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
سختی گیر مغناطیسی یوروگاما مدل برنجی مینی,,سختی گیر آب > سختی گیر مغناطیسی یوروگاما ,https://damava.ir/wp-content/uploads/2022/garmayesh/2140/1.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
يونيت هيتر بخار سارایئل مدل TU 300 s,,یونیت هیتر > یونیت هیتر سارایئل,https://damava.ir/wp-content/uploads/2022/garmayesh/2141/1.jpg,<ol><li>ابعاد (ارتفاع، عمق، عرض): 81* 35 * 81 سانتیمتر </li><li>قابلیت تبدیل برق تک فاز به سه فاز</li><li>در دو مدل دیواری و سقفی </li><li>دارای دمپر خروجی هوا با تیغه های قابل تنظیم</li><li>قدرت گرمادهی:340000BTU/hr</li></ol>,مدل دستگاه,TU 300 S,قدرت گرمادهی(Btu/hr),340000,برق مصرفی,تک فاز 220 ولت,ارتفاع(cm),81,عرض(cm),81,عمق(cm),35,قدرت موتور(w),320,حجم هوادهی(cfm),2700,دور موتور(RPM),1400,الکتروموتور برند معتبردمنده,دارد,دمپر خروجی هوا با تیغه های قابل تنظیم,دارد,گارانتی,18 ماه گارانتی,,,,,,,,,,,,,,,,,,,,,,,,,,,,
يونيت هيتر آبگرم داتیس کار با موتور دو دور,,یونیت هیتر > یونیت هیتر داتیس کار,"https://damava.ir/wp-content/uploads/2022/garmayesh/2142/1.jpg,https://damava.ir/wp-content/uploads/2022/garmayesh/2142/2.jpg,https://damava.ir/wp-content/uploads/2022/garmayesh/2142/3.jpg,https://damava.ir/wp-content/uploads/2022/garmayesh/2142/4.jpg",<ol><li>مناسب برای تأمین گرمایش فضاهای بزرگ</li><li>دارای کویل مسی</li><li>دارای الکتروموتور تک فاز و صنعتی</li></ol>,گارانتی,2 سال گارانتی,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
منبع تحت فشار دیافراگمی هاماک 200 لیتری,,منبع آب > منبع تحت فشار دیافراگمی هاماک,https://damava.ir/wp-content/uploads/2022/garmayesh/2143/1.jpg,<ol><li>نوع : منبع دیافراگمی</li><li>ظرفیت : 200 لیتر</li><li>فشار کاری : 12 بار</li><li>نوع تیوپ : کائوچوی EPDM (سفا SEFA ایتالیا)</li><li>قطر لوله ورودی : 1.1/2 اینچ</li></ol>,گارانتی,18 ماه خدمات پس از فروش,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
يونيت هيتر آبگرم سارایئل مدل TU 250 W,,یونیت هیتر > یونیت هیتر سارایئل,https://damava.ir/wp-content/uploads/2022/garmayesh/2144/1.jpg,<ol><li>ابعاد (ارتفاع، عمق، عرض): 85* 35 * 85 سانتیمتر </li><li>قابلیت تبدیل برق تک فاز به سه فاز</li><li>دارای دمپر خروجی هوا با تیغه های قابل تنظیم</li><li>مجهز به کویل دو ردیفه با لوله مسی 3/8 اینچ</li><li>قدرت گرمادهی : 260.000BTU/Hr</li></ol>,مدل دستگاه,TU 250 W,قدرت گرمادهی(Btu/hr),260000,برق مصرفی,تک فاز 220 ولت,ارتفاع(cm),85,عرض(cm),85,عمق(cm),35,قدرت موتور(w),320,حجم هوادهی(cfm),2700,GPM,25,گارانتی,18 ماه گارانتی,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
يونيت هيتر بخار سارایئل مدل TU 160 s,,یونیت هیتر > یونیت هیتر سارایئل,https://damava.ir/wp-content/uploads/2022/garmayesh/2145/1.jpg,<ol><li>قدرت گرمادهی : 160.000BTU/Hr</li><li>ابعاد (ارتفاع، عمق، عرض): 66* 35 * 66 سانتیمتر </li><li>قابلیت تبدیل برق تک فاز به سه فاز</li><li>در دو مدل دیواری و سقفی </li><li>دارای دمپر خروجی هوا با تیغه های قابل تنظیم</li></ol>,مدل دستگاه,TU 160 S,قدرت گرمادهی(Btu/hr),160000,برق مصرفی,تک فاز 220 ولت,ارتفاع(cm),66,عرض(cm),66,عمق(cm),35,قدرت موتور(w),175,حجم هوادهی(cfm),2300,دور موتور(RPM),1400,الکتروموتور برند معتبردمنده,دارد,دمپر خروجی هوا با تیغه های قابل تنظیم,دارد,گارانتی,18 ماه گارانتی,,,,,,,,,,,,,,,,,,,,,,,,,,,,
يونيت هيتر بخار سارایئل مدل TU 230 S,,یونیت هیتر > یونیت هیتر سارایئل,https://damava.ir/wp-content/uploads/2022/garmayesh/2146/1.jpg,<ol><li>قدرت گرمادهی : 230.000BTU/Hr</li><li>قابلیت تبدیل برق تک فاز به سه فاز</li><li>در دو مدل دیواری  و سقفی </li><li>دارای دمپر خروجی هوا با تیغه های قابل تنظیم</li><li>ابعاد (ارتفاع، عمق، عرض): 75* 35 * 75 سانتیمتر</li></ol>,مدل دستگاه,TU 230 S,قدرت گرمادهی(Btu/hr),230000,برق مصرفی,تک فاز 220 ولت,ارتفاع(cm),75,عرض(cm),75,عمق(cm),35,قدرت موتور(w),320,حجم هوادهی(cfm),2300,دور موتور(RPM),1400,الکتروموتور برند معتبردمنده,دارد,دمپر خروجی هوا با تیغه های قابل تنظیم,دارد,گارانتی,18 ماه گارانتی,,,,,,,,,,,,,,,,,,,,,,,,,,,,
منبع تحت فشار دیافراگمی هاماک 24 لیتری,,منبع آب > منبع تحت فشار دیافراگمی هاماک,"https://damava.ir/wp-content/uploads/2022/garmayesh/2147/1.jpg,https://damava.ir/wp-content/uploads/2022/garmayesh/2147/2.jpg",<ol><li>نوع : منبع دیافراگمی</li><li>ظرفیت : 24 لیتر</li><li>فشار کاری : 8 بار</li><li>نوع تیوپ : کائوچوی EPDM (سفا SEFA ایتالیا)</li><li>قطر لوله ورودی : 1 اینچ</li></ol>,گارانتی,18 ماه خدمات پس از فروش,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
يونيت هيتر بخار سارایئل مدل TU 400 s,,یونیت هیتر > یونیت هیتر سارایئل,https://damava.ir/wp-content/uploads/2022/garmayesh/2148/1.jpg,<ol><li>ابعاد (ارتفاع، عمق، عرض): 85* 35 * 85 سانتیمتر </li><li>قابلیت تبدیل برق تک فاز به سه فاز</li><li>در دو مدل دیواری و سقفی</li><li>دارای دمپر خروجی هوا با تیغه های قابل تنظیم</li><li>قدرت گرمادهی: 450000BTU/hr</li></ol>,مدل دستگاه,TU 400 S,قدرت گرمادهی(Btu/hr),400000,برق مصرفی,تک فاز 220 ولت,ارتفاع(cm),85,عرض(cm),85,عمق(cm),35,قدرت موتور(w),320,حجم هوادهی(cfm),2700,دور موتور(RPM),1400,الکتروموتور برند معتبردمنده,دارد,دمپر خروجی هوا با تیغه های قابل تنظیم,دارد,گارانتی,18 ماه گارانتی,,,,,,,,,,,,,,,,,,,,,,,,,,,,
منبع تحت فشار دیافراگمی هاماک 60 لیتری,,منبع آب > منبع تحت فشار دیافراگمی هاماک,https://damava.ir/wp-content/uploads/2022/garmayesh/2149/1.jpg,<ol><li>نوع : منبع دیافراگمی</li><li>ظرفیت : 60 لیتر</li><li>فشار کاری : 10 بار</li><li>نوع تیوپ : کائوچوی EPDM (سفا SEFA ایتالیا)</li><li>قطر لوله ورودی : 1 اینچ</li></ol>,گارانتی,18 ماه خدمات پس از فروش,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
يونيت هيتر بخار سارایئل مدل TU 115 S,,یونیت هیتر > یونیت هیتر سارایئل,https://damava.ir/wp-content/uploads/2022/garmayesh/2150/1.jpg,<ol><li>قدرت گرمادهی : 115.000BTU/Hr</li><li>ابعاد (ارتفاع، عمق، عرض): 58* 35 * 58 سانتیمتر </li><li>قابلیت تبدیل برق تک فاز به سه فاز</li><li>در دو مدل دیواری و سقفی </li><li>دارای دمپر خروجی هوا با تیغه های قابل تنظیم</li></ol>,مدل دستگاه,TU 115 S,قدرت گرمادهی(Btu/hr),115000,برق مصرفی,تک فاز 220 ولت,ارتفاع(cm),58,عرض(cm),58,عمق(cm),35,قدرت موتور(w),150,حجم هوادهی(cfm),1800,دور موتور(RPM),1400,الکتروموتور برند معتبردمنده,دارد,دمپر خروجی هوا با تیغه های قابل تنظیم,دارد,گارانتی,18 ماه گارانتی,,,,,,,,,,,,,,,,,,,,,,,,,,,,
