title,price,category,images,short desc,attribute 1,value 1,attribute 2,value 2,attribute 3,value 3,attribute 4,value 4,attribute 5,value 5,attribute 6,value 6,attribute 7,value 7,attribute 8,value 8,attribute 9,value 9,attribute 10,value 10,attribute 11,value 11,attribute 12,value 12,attribute 13,value 13,attribute 14,value 14,attribute 15,value 15,attribute 16,value 16,attribute 17,value 17,attribute 18,value 18,attribute 19,value 19,attribute 20,value 20,attribute 21,value 21,attribute 22,value 22,attribute 23,value 23,attribute 24,value 24,attribute 25,value 25,attribute 26,value 26
دیگ چدنی توربو 8 پره شوفاژکار,43220000,دیگ شوفاژ چدنی > دیگ شوفاژ چدنی شوفاژکار,https://damava.ir/wp-content/uploads/2022/garmayesh/57/1.jpg,<ol><li>ابعاد دیگ (طول ، عرض ، ارتفاع) : 1561*725*1121 mm</li><li> تعداد پره: 8</li><li> فشار کاری : 4 bar</li><li> نوع سوخت : گاز طبیعی یا گازوییل</li></ol>,مدل دستگاه,8-Turbo,تعداد پره,8,قدرت گرمادهی(KW),283,قدرت گرمادهی (kcal/hr),"243,000",قدرت گرمادهی (btu/hr),"966,000",حجم آب گیری دیگ (lit),131,حجم محفظه احتراق(m3),0.2664,سایز اتصالات ورود و خروج دیگ ( DN),3,ابعاد دیگ (mm) (طول ),1561,ابعاد دیگ (mm)  عرض ,725,ابعاد دیگ (mm) (ارتفاع ),1121,وزن دیگ (kg),920,حداکثر دمای کاری مجاز (Cº),105,حداکثر فشار کاری مجاز (bar),4,قطر دهانه مشعلگیر(mm),144,قطر دهانه دودکش دیگ (mm),300,نوع سوخت مصرفی,گاز طبیعی - گازوییل,کشور سازنده,ایران,گارانتی,10 سال گارانتی شوفاژکار,گارانتی,10 سال گارانتی از زمان نصب,,,,,,,,,,,,
پکيج زميني گازسوز شوفاژکار بلند مدل P5,23529000,پکیج دیواری و زمینی > پکیج زمینی,"https://damava.ir/wp-content/uploads/2022/garmayesh/58/1.jpg,https://damava.ir/wp-content/uploads/2022/garmayesh/58/2.jpg,https://damava.ir/wp-content/uploads/2022/garmayesh/58/3.jpg",<ol><li>دارای دیگ چدنی 5 پره</li><li>دارای مخزن آبگرم کویل دار 20 لیتری</li><li>مساحت تحت پوشش تا: 250 مترمربع</li><li>نوع سوخت مصرفی: گاز مایع(LPG)-گاز طبیعی</li><li>حداکثر توان گرمایی:36000 کیلوکالری</li></ol>,گارانتی,1 سال گارانتی گروه صنعتی شوفاژکار,گارانتی, 10 سال ضمانت دیگ و 1 سال گارانتي قطعات,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
دیگ چدنی شوفاژکار مدل سوپر هیت 7-1300,72589000,دیگ شوفاژ چدنی > دیگ شوفاژ چدنی شوفاژکار,https://damava.ir/wp-content/uploads/2022/garmayesh/59/1.jpg,<ol><li>ابعاد دیگ (طول ، عرض ، ارتفاع) : 1630*900*1200 mm</li><li> تعداد پره: 7 </li><li> حداکثر فشار کاری : 6 bar</li><li> جلوگیری از اتلاف انرژی با ایزولاسیون کامل روپوش</li></ol>,مدل دستگاه,super 1300-7,تعداد پره,7,قدرت گرمادهی (kcal/hr),"494,000",ابعاد دیگ (mm) (طول ),1630,ابعاد دیگ (mm)  عرض ,900,ابعاد دیگ (mm) (ارتفاع ),1200,وزن دیگ (kg),1495,حداکثر فشار کاری مجاز (bar),6,حداکثر دما کاری مجاز (Cº),105,گارانتی,10 سال گارانتی شوفاژکار,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
دیگ چدنی شوفاژکار مدل سوپر 5-400,23786000,دیگ شوفاژ چدنی > دیگ شوفاژ چدنی شوفاژکار,https://damava.ir/wp-content/uploads/2022/garmayesh/62/1.jpg,<ol><li>ابعاد دیگ (طول ، عرض ، ارتفاع) : 918*630*774 mm</li><li> تعداد پره: 5</li><li> فشار کاری : 4 bar</li><li> نوع سوخت : گاز طبیعی (شهری) - گازوییل</li></ol>,مدل دستگاه,سوپر 5-400,تعداد پره (Pcs),5,قدرت گرمادهی(KW),138,قدرت گرمادهی (kcal/hr),"118,700",قدرت گرمادهی (btu/hr),"471,000",حجم آب‌گیری دیگ (Lit),55.2,قطر دهانه دودکش (mm),307,حجم محفظه احتراق (m3),0.0663,سایز اتصالات ورود و خروج دیگ (DN),1/2 2,قطر دهانه مشعل گیر (mm),127,ابعاد دیگ (mm) (طول ),918,ابعاد دیگ (mm)  عرض ,630,ابعاد دیگ (mm) (ارتفاع ),774,وزن خالص دیگ (kg),370,حداکثر دمای کاری مجاز (C°),105,حداکثر فشار کاری مجاز (bar),4,نوع سوخت گازی,گاز طبیعی (شهری),نوع سوخت مایع,گازوئیل,کشور سازنده,ایران,گارانتی,10 سال گارانتی شوفاژکار,گارانتی,10 سال گارانتی از زمان نصب,,,,,,,,,,
پکيج زميني گازسوز شوفاژکار بلند مدل P7,31152000,پکیج دیواری و زمینی > پکیج دیواری و زمینی شوفاژکار,https://damava.ir/wp-content/uploads/2022/garmayesh/64/1.jpg,<ol><li>حداکثر توان گرمایی: 54000 کیلوکالری</li><li>دارای دیگ چدنی 7 پره</li><li>دارای مخزن آبگرم کویل دار 30 لیتری</li><li>نوع سوخت مصرفی: گاز طبیعی</li></ol>,گارانتی,1 سال گارانتی گروه صنعتی شوفاژکار,گارانتی,10 سال ضمانت دیگ و 1 سال گارانتي قطعات,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
دیگ چدنی توربو 9 پره شوفاژکار,48170000,دیگ شوفاژ چدنی,https://damava.ir/wp-content/uploads/2022/garmayesh/68/1.jpg,<ol><li>ابعاد دیگ (طول ، عرض ، ارتفاع) : 1714*725*1121 mm</li><li> تعداد پره: 9</li><li> فشار کاری : 4 bar</li><li> نوع سوخت : گاز طبیعی یا گازوییل</li></ol>,مدل دستگاه,9-Turbo,تعداد پره,9,قدرت گرمادهی(KW),336,قدرت گرمادهی (kcal/hr),"289,000",قدرت گرمادهی (btu/hr),"1,146,000",حجم آب گیری دیگ (lit),147,حجم محفظه احتراق(m3),0.2997,سایز اتصالات ورود و خروج دیگ ( DN),3,ابعاد دیگ (mm) (طول ),1714,ابعاد دیگ (mm)  عرض ,725,ابعاد دیگ (mm) (ارتفاع ),1121,وزن دیگ (kg),1022,حداکثر دمای کاری مجاز (Cº),105,حداکثر فشار کاری مجاز (bar),4,قطر دهانه مشعلگیر(mm),144,قطر دهانه دودکش دیگ (mm),300,نوع سوخت مصرفی,گاز طبیعی - گازوییل,کشور سازنده,ایران,گارانتی,10 سال گارانتی شوفاژکار,گارانتی,10 سال گارانتی از زمان نصب,,,,,,,,,,,,
دیگ چدنی شوفاژکار مدل سوپر هیت 8-1300,82515000,دیگ شوفاژ چدنی > دیگ شوفاژ چدنی شوفاژکار,https://damava.ir/wp-content/uploads/2022/garmayesh/69/1.jpg,<ol><li>ابعاد دیگ (طول ، عرض ، ارتفاع) : 1790*900*1200 mm</li><li> تعداد پره: 8 </li><li> حداکثر فشار کاری : 6 bar</li><li> جلوگیری از اتلاف انرژی با ایزولاسیون کامل روپوش</li></ol>,مدل دستگاه,super 1300-8,تعداد پره,8,قدرت گرمادهی (kcal/hr),"556,000",ابعاد دیگ (mm) (طول ),1790,ابعاد دیگ (mm)  عرض ,900,ابعاد دیگ (mm) (ارتفاع ),1200,وزن دیگ (kg),1685,حداکثر فشار کاری مجاز (bar),6,حداکثر دما کاری مجاز (Cº),105,گارانتی,10 سال گارانتی شوفاژکار,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
دیگ چدنی شوفاژکار مدل استار 8-1300,92878000,دیگ شوفاژ چدنی > دیگ شوفاژ چدنی شوفاژکار,https://damava.ir/wp-content/uploads/2022/garmayesh/71/1.jpg,<ol><li>ابعاد دیگ (طول ، عرض ، ارتفاع) : 1790*900*1200 mm</li><li> تعداد پره: 8</li><li> فشار کاری : 10 bar</li><li> جلوگیری از اتلاف انرژی با ایزولاسیون کامل روپوش</li></ol>,مدل دستگاه,star 1300-8,تعداد پره,8,قدرت گرمادهی (kcal/hr),"556,000",ابعاد دیگ (mm) (طول ),1790,ابعاد دیگ (mm)  عرض ,900,ابعاد دیگ (mm) (ارتفاع ),1200,وزن دیگ (kg),1685,حداکثر فشار کاری مجاز (bar),10,حداکثر دما کاری مجاز (Cº),105,گارانتی,10 سال گارانتی شوفاژکار,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
دیگ چدنی شوفاژکار مدل سوپر 6-400,28084000,دیگ شوفاژ چدنی > دیگ شوفاژ چدنی شوفاژکار,https://damava.ir/wp-content/uploads/2022/garmayesh/73/1.jpg,<ol><li>ابعاد دیگ (طول ، عرض ، ارتفاع) : 1035*630*774 mm</li><li> تعداد پره: 6</li><li> فشار کاری : 4 bar</li><li> نوع سوخت : گاز طبیعی (شهری) - گازوییل</li></ol>,مدل دستگاه,سوپر 6-400,تعداد پره (Pcs),6,قدرت گرمادهی(KW),170,قدرت گرمادهی (kcal/hr),"146,200",قدرت گرمادهی (btu/hr),"580,000",حجم آب‌گیری دیگ (Lit),65.9,قطر دهانه دودکش (mm),307,حجم محفظه احتراق (m3),0.0791,سایز اتصالات ورود و خروج دیگ (DN),1/2 2,قطر دهانه مشعل گیر (mm),127,ابعاد دیگ (mm) (طول ),1035,ابعاد دیگ (mm)  عرض ,630,ابعاد دیگ (mm) (ارتفاع ),774,وزن خالص دیگ (kg),427,حداکثر دمای کاری مجاز (C°),105,حداکثر فشار کاری مجاز (bar),4,نوع سوخت گازی,گاز طبیعی (شهری),نوع سوخت مایع,گازوئیل,کشور سازنده,ایران,گارانتی,10 سال گارانتی شوفاژکار,گارانتی,10 سال گارانتی از زمان نصب,,,,,,,,,,
دیگ چدنی شوفاژکار مدل سوپر هیت 9-1300,92491000,دیگ شوفاژ چدنی > دیگ شوفاژ چدنی شوفاژکار,https://damava.ir/wp-content/uploads/2022/garmayesh/75/1.jpg,<ol><li>ابعاد دیگ (طول ، عرض ، ارتفاع) : 1950*900*1200 mm</li><li> تعداد پره: 9 </li><li> حداکثر فشار کاری : 6 bar</li><li> جلوگیری از اتلاف انرژی با ایزولاسیون کامل روپوش</li></ol>,مدل دستگاه,super 1300-9,تعداد پره,9,قدرت گرمادهی (kcal/hr),"617,000",ابعاد دیگ (mm) (طول ),1950,ابعاد دیگ (mm)  عرض ,900,ابعاد دیگ (mm) (ارتفاع ),1200,وزن دیگ (kg),1875,حداکثر فشار کاری مجاز (bar),6,حداکثر دما کاری مجاز (Cº),105,گارانتی,10 سال گارانتی شوفاژکار,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
دیگ فولادی آبگرم آذران صنعت امرتات (کالوردوال) CD160,34040000,دیگ آبگرم فولادی > دیگ فولادی آبگرم آذران صنعت (کالور دوال),https://damava.ir/wp-content/uploads/2022/garmayesh/76/1.jpg,<ol><li>حداکثر فشار کاری : 6 bar</li><li> نوع سوخت : سه گانه سوز (گاز- گازوئیل- مازوت)</li><li> ابعاد دیگ (ارتفاع*عرض*طول) : 168*63*102 cm</li><li> دارای تکنولوژی شعله برگشتی</li><li>ظرفیت حرارتی: 160000 کیلوکالری بر ساعت</li></ol>,مدل دستگاه,CD160,فشار کار (bar),6,حد اکثر قدرت گرمایش (kcal/hr),160,حد اکثر قدرت گرمایش(KW),-,ابعاد (cm) (طول دیگ بدون مشعل),102,ابعاد (cm) (عرض دیگ),63,ابعاد (cm) (ارتفاع دیگ),168,وزن (kg),46,سایز ورودی و خروجی هر یک از دیگ ها(inch),1/2 1,قطر دهانه ورودی مشعل(mm),99,قطر دودکش هر یک از دیگ ها (mm),150,بازدهی حرارت (%),85,نوع سوخت مصرفی,گاز- گازوئیل- مازوت,کشور سازنده,ایران,گارانتی,3 سال ضمانت آذران صنعت امرتات,,,,,,,,,,,,,,,,,,,,,,
دیگ چدنی توربو 10 پره شوفاژکار,53122000,دیگ شوفاژ چدنی > دیگ شوفاژ چدنی شوفاژکار,https://damava.ir/wp-content/uploads/2022/garmayesh/77/1.jpg,<ol><li>ابعاد دیگ (طول ، عرض ، ارتفاع) : 1867*725*1121 mm</li><li> تعداد پره: 10</li><li> فشار کاری : 4 bar</li><li> نوع سوخت : گاز طبیعی یا گازوییل</li></ol>,مدل دستگاه,10-Turbo,تعداد پره,10,قدرت گرمادهی(KW),388,قدرت گرمادهی (kcal/hr),"334,000",قدرت گرمادهی (btu/hr),"1,324,000",حجم آب گیری دیگ (lit),163,حجم محفظه احتراق(m3),0.333,سایز اتصالات ورود و خروج دیگ ( DN),3,ابعاد دیگ (mm) (طول ),1867,ابعاد دیگ (mm)  عرض ,725,ابعاد دیگ (mm) (ارتفاع ),1121,وزن دیگ (kg),1124,حداکثر دمای کاری مجاز (Cº),105,حداکثر فشار کاری مجاز (bar),4,قطر دهانه مشعلگیر(mm),144,قطر دهانه دودکش دیگ (mm),300,نوع سوخت مصرفی,گاز طبیعی - گازوییل,کشور سازنده,ایران,گارانتی,10 سال گارانتی شوفاژکار,گارانتی,10 سال گارانتی از زمان نصب,,,,,,,,,,,,
دیگ چدنی شوفاژکار مدل استار 9-1300,103774000,دیگ شوفاژ چدنی > دیگ شوفاژ چدنی شوفاژکار,https://damava.ir/wp-content/uploads/2022/garmayesh/78/1.jpg,<ol><li>ابعاد دیگ (طول ، عرض ، ارتفاع) : 1950*900*1200 mm</li><li> تعداد پره: 9</li><li> فشار کاری : 10 bar</li><li> جلوگیری از اتلاف انرژی با ایزولاسیون کامل روپوش</li></ol>,مدل دستگاه,star 1300-9,تعداد پره,9,قدرت گرمادهی (kcal/hr),"617,000",ابعاد دیگ (mm) (طول ),1950,ابعاد دیگ (mm)  عرض ,900,ابعاد دیگ (mm) (ارتفاع ),1200,وزن دیگ (kg),1875,حداکثر فشار کاری مجاز (bar),10,حداکثر دما کاری مجاز (Cº),105,گارانتی,10 سال گارانتی شوفاژکار,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
دیگ چدنی شوفاژکار مدل سوپر 7-400,32478000,دیگ شوفاژ چدنی > دیگ شوفاژ چدنی شوفاژکار,https://damava.ir/wp-content/uploads/2022/garmayesh/79/1.jpg,<ol><li>ابعاد دیگ (طول ، عرض ، ارتفاع) : 1152*630*774 mm</li><li> تعداد پره: 7</li><li> فشار کاری : 4 bar</li><li> نوع سوخت : گاز طبیعی (شهری) - گازوییل</li></ol>,مدل دستگاه,سوپر 7-400,تعداد پره (Pcs),7,قدرت گرمادهی(KW),203,قدرت گرمادهی (kcal/hr),"174,500",قدرت گرمادهی (btu/hr),"693,000",حجم آب‌گیری دیگ (Lit),76.5,قطر دهانه دودکش (mm),307,حجم محفظه احتراق (m3),0.0919,سایز اتصالات ورود و خروج دیگ (DN),1/2 2,قطر دهانه مشعل گیر (mm),127,ابعاد دیگ (mm) (طول ),1152,ابعاد دیگ (mm)  عرض ,630,ابعاد دیگ (mm) (ارتفاع ),774,وزن خالص دیگ (kg),481,حداکثر دمای کاری مجاز (C°),105,حداکثر فشار کاری مجاز (bar),4,نوع سوخت گازی,گاز طبیعی (شهری),نوع سوخت مایع,گازوئیل,کشور سازنده,ایران,گارانتی,10 سال گارانتی شوفاژکار,گارانتی,10 سال گارانتی از زمان نصب,,,,,,,,,,
دیگ چدنی شوفاژکار مدل استار 10-1300,114718000,دیگ شوفاژ چدنی,https://damava.ir/wp-content/uploads/2022/garmayesh/80/1.jpg,<ol><li>جلوگیری از اتلاف انرژی با ایزولاسیون کامل روپوش</li><li> ابعاد دیگ (طول ، عرض ، ارتفاع) : 2110*900*1200 mm</li><li> تعداد پره: 10</li><li> فشار کاری : 10 bar</li><li> جلوگیری از اتلاف انرژی با ایزولاسیون کامل روپوش</li></ol>,مدل دستگاه,star 1300-10,تعداد پره,10,قدرت گرمادهی (kcal/hr),"679,000",ابعاد دیگ (mm) (طول ),2110,ابعاد دیگ (mm)  عرض ,900,ابعاد دیگ (mm) (ارتفاع ),1200,وزن دیگ (kg),2065,حداکثر فشار کاری مجاز (bar),10,حداکثر دما کاری مجاز (Cº),105,گارانتی,10 سال گارانتی شوفاژکار,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
دیگ چدنی توربو 11 پره شوفاژکار,58005000,دیگ شوفاژ چدنی > دیگ شوفاژ چدنی شوفاژکار,https://damava.ir/wp-content/uploads/2022/garmayesh/81/1.jpg,<ol><li>ابعاد دیگ (طول ، عرض ، ارتفاع) : 2020*725*1121 mm</li><li> تعداد پره: 11</li><li> فشار کاری : 4 bar</li><li> نوع سوخت : گاز طبیعی یا گازوییل</li></ol>,مدل دستگاه,11-Turbo,تعداد پره,11,قدرت گرمادهی(KW),441,قدرت گرمادهی (kcal/hr),"379,000",قدرت گرمادهی (btu/hr),"1,505,000",حجم آب گیری دیگ (lit),179,حجم محفظه احتراق(m3),0.3663,سایز اتصالات ورود و خروج دیگ ( DN),3,ابعاد دیگ (mm) (طول ),2020,ابعاد دیگ (mm)  عرض ,725,ابعاد دیگ (mm) (ارتفاع ),1121,وزن دیگ (kg),1226,حداکثر دمای کاری مجاز (Cº),105,حداکثر فشار کاری مجاز (bar),4,قطر دهانه مشعلگیر(mm),144,قطر دهانه دودکش دیگ (mm),300,نوع سوخت مصرفی,گاز طبیعی - گازوییل,کشور سازنده,ایران,گارانتی,10 سال گارانتی شوفاژکار,گارانتی,10 سال گارانتی از زمان نصب,,,,,,,,,,,,
دیگ چدنی شوفاژکار مدل سوپر هیت 10-1300,102418000,دیگ شوفاژ چدنی > دیگ شوفاژ چدنی شوفاژکار,https://damava.ir/wp-content/uploads/2022/garmayesh/82/1.jpg,<ol><li>ابعاد دیگ (طول ، عرض ، ارتفاع) : 2110*900*1200 mm</li><li> تعداد پره: 10 </li><li> حداکثر فشار کاری : 6 bar</li><li> جلوگیری از اتلاف انرژی با ایزولاسیون کامل روپوش</li></ol>,مدل دستگاه,super 1300-10,تعداد پره,10,قدرت گرمادهی (kcal/hr),"679,000",ابعاد دیگ (mm) (طول ),2110,ابعاد دیگ (mm)  عرض ,900,ابعاد دیگ (mm) (ارتفاع ),1200,وزن دیگ (kg),2065,حداکثر فشار کاری مجاز (bar),6,حداکثر دما کاری مجاز (Cº),105,گارانتی,10 سال گارانتی شوفاژکار,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
دیگ فولادی آبگرم آذران صنعت امرتات (کالوردوال) CD240,44160000,دیگ آبگرم فولادی > دیگ فولادی آبگرم آذران صنعت (کالور دوال),https://damava.ir/wp-content/uploads/2022/garmayesh/83/1.jpg,<ol><li>حداکثر فشار کاری: 6 BAR</li><li>نوع سوخت: گازوئیل ، بنزین ، سوخت دیزل</li><li>ابعاد: ( * عرض * طول * ارتفاع) 128 * 69 * 183 (سانتی متر)</li><li>با تکنولوژی معکوس کردن شعله</li><li>ظرفیت دما: 240،000 کیلو کالری در ساعت</li></ol>,مدل دستگاه,CD240,فشار کار (bar),6,حد اکثر قدرت گرمایش (kcal/hr),240,حد اکثر قدرت گرمایش(KW),-,ابعاد (cm) (طول دیگ بدون مشعل),128,ابعاد (cm) (عرض دیگ),69,ابعاد (cm) (ارتفاع دیگ),183,وزن (kg),63,سایز ورودی و خروجی هر یک از دیگ ها(inch),1/2 1,قطر دهانه ورودی مشعل(mm),122,قطر دودکش هر یک از دیگ ها (mm),200,بازدهی حرارت (%),85,نوع سوخت مصرفی,گاز- گازوئیل- مازوت,کشور سازنده,ایران,گارانتی,3 سال ضمانت آذران صنعت امرتات,,,,,,,,,,,,,,,,,,,,,,
دیگ چدنی شوفاژکار مدل سوپر 8-400,36872000,دیگ شوفاژ چدنی > دیگ شوفاژ چدنی شوفاژکار,https://damava.ir/wp-content/uploads/2022/garmayesh/84/1.jpg,<ol><li>ابعاد دیگ (طول ، عرض ، ارتفاع) : 1269*630*774 mm</li><li> تعداد پره: 8</li><li> فشار کاری : 4 bar</li><li> نوع سوخت : گاز طبیعی (شهری) - گازوییل</li></ol>,مدل دستگاه,سوپر 8-400,تعداد پره (Pcs),8,قدرت گرمادهی(KW),235,قدرت گرمادهی (kcal/hr),"202,100",قدرت گرمادهی (btu/hr),"802,000",حجم آب‌گیری دیگ (Lit),87.1,قطر دهانه دودکش (mm),307,حجم محفظه احتراق (m3),0.105,سایز اتصالات ورود و خروج دیگ (DN),1/2 2,قطر دهانه مشعل گیر (mm),127,ابعاد دیگ (mm) (طول ),1269,ابعاد دیگ (mm)  عرض ,630,ابعاد دیگ (mm) (ارتفاع ),774,وزن خالص دیگ (kg),535,حداکثر دمای کاری مجاز (C°),105,حداکثر فشار کاری مجاز (bar),4,نوع سوخت گازی,گاز طبیعی (شهری),نوع سوخت مایع,گازوئیل,کشور سازنده,ایران,گارانتی,10 سال گارانتی شوفاژکار,گارانتی,10 سال گارانتی از زمان نصب,,,,,,,,,,
حوله خشک کن آنیت 6 پره مدل ونیز سفید,1164000,حوله خشک کن > حوله خشک کن آنیت,"https://damava.ir/wp-content/uploads/2022/garmayesh/85/1.jpg,https://damava.ir/wp-content/uploads/2022/garmayesh/85/2.jpg",<ol><li>ظرفیت حرارتی هر پره: 85 کیلو کالری بر ساعت</li><li>ابعاد(ارتفاع*عمق*عرض): 600*45*500 میلیمتر</li><li>تعداد پره: 6</li><li>دارای فناوری گرمایش یکنواخت و سازگاری کامل با شیر ترموستاتیک</li><li>مقاوم در برابر خوردگی و پوسیدگی</li></ol>,گارانتی,10 سال گارانتی,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
